,country,date,confirmed,deaths,recovered,sick,new
570,Spain,2020/03/04,222,2,2,218,57.0
571,Spain,2020/03/05,259,3,2,254,37.0
572,Spain,2020/03/06,400,5,2,393,141.0
573,Spain,2020/03/07,500,10,30,460,100.0
574,Spain,2020/03/08,673,17,30,626,173.0
575,Spain,2020/03/09,1073,28,32,1013,400.0
576,Sweden,2020/01/22,0,0,0,0,0.0
577,Sweden,2020/01/23,0,0,0,0,0.0
578,Sweden,2020/01/24,0,0,0,0,0.0
579,Sweden,2020/01/25,0,0,0,0,0.0
580,Sweden,2020/01/26,0,0,0,0,0.0
581,Sweden,2020/01/27,0,0,0,0,0.0
582,Sweden,2020/01/28,0,0,0,0,0.0
583,Sweden,2020/01/29,0,0,0,0,0.0
584,Sweden,2020/01/30,0,0,0,0,0.0
585,Sweden,2020/01/31,1,0,0,1,1.0
586,Sweden,2020/02/01,1,0,0,1,0.0
587,Sweden,2020/02/02,1,0,0,1,0.0
588,Sweden,2020/02/03,1,0,0,1,0.0
589,Sweden,2020/02/04,1,0,0,1,0.0
590,Sweden,2020/02/05,1,0,0,1,0.0
591,Sweden,2020/02/06,1,0,0,1,0.0
592,Sweden,2020/02/07,1,0,0,1,0.0
593,Sweden,2020/02/08,1,0,0,1,0.0
594,Sweden,2020/02/09,1,0,0,1,0.0
595,Sweden,2020/02/10,1,0,0,1,0.0
596,Sweden,2020/02/11,1,0,0,1,0.0
597,Sweden,2020/02/12,1,0,0,1,0.0
598,Sweden,2020/02/13,1,0,0,1,0.0
599,Sweden,2020/02/14,1,0,0,1,0.0
600,Sweden,2020/02/15,1,0,0,1,0.0
601,Sweden,2020/02/16,1,0,0,1,0.0
602,Sweden,2020/02/17,1,0,0,1,0.0
603,Sweden,2020/02/18,1,0,0,1,0.0
604,Sweden,2020/02/19,1,0,0,1,0.0
605,Sweden,2020/02/20,1,0,0,1,0.0
606,Sweden,2020/02/21,1,0,0,1,0.0
607,Sweden,2020/02/22,1,0,0,1,0.0
608,Sweden,2020/02/23,1,0,0,1,0.0
609,Sweden,2020/02/24,1,0,0,1,0.0
610,Sweden,2020/02/25,1,0,0,1,0.0
611,Sweden,2020/02/26,2,0,0,2,1.0
612,Sweden,2020/02/27,7,0,0,7,5.0
613,Sweden,2020/02/28,7,0,0,7,0.0
614,Sweden,2020/02/29,12,0,0,12,5.0
615,Sweden,2020/03/01,14,0,0,14,2.0
616,Sweden,2020/03/02,15,0,0,15,1.0
617,Sweden,2020/03/03,21,0,0,21,6.0
618,Sweden,2020/03/04,35,0,0,35,14.0
619,Sweden,2020/03/05,94,0,0,94,59.0
620,Sweden,2020/03/06,101,0,0,101,7.0
621,Sweden,2020/03/07,161,0,0,161,60.0
622,Sweden,2020/03/08,203,0,0,203,42.0
623,Sweden,2020/03/09,248,0,1,247,45.0
624,Switzerland,2020/01/22,0,0,0,0,0.0
625,Switzerland,2020/01/23,0,0,0,0,0.0
626,Switzerland,2020/01/24,0,0,0,0,0.0
627,Switzerland,2020/01/25,0,0,0,0,0.0
628,Switzerland,2020/01/26,0,0,0,0,0.0
629,Switzerland,2020/01/27,0,0,0,0,0.0
630,Switzerland,2020/01/28,0,0,0,0,0.0
631,Switzerland,2020/01/29,0,0,0,0,0.0
632,Switzerland,2020/01/30,0,0,0,0,0.0
633,Switzerland,2020/01/31,0,0,0,0,0.0
634,Switzerland,2020/02/01,0,0,0,0,0.0
635,Switzerland,2020/02/02,0,0,0,0,0.0
636,Switzerland,2020/02/03,0,0,0,0,0.0
637,Switzerland,2020/02/04,0,0,0,0,0.0
638,Switzerland,2020/02/05,0,0,0,0,0.0
639,Switzerland,2020/02/06,0,0,0,0,0.0
640,Switzerland,2020/02/07,0,0,0,0,0.0
641,Switzerland,2020/02/08,0,0,0,0,0.0
642,Switzerland,2020/02/09,0,0,0,0,0.0
643,Switzerland,2020/02/10,0,0,0,0,0.0
644,Switzerland,2020/02/11,0,0,0,0,0.0
645,Switzerland,2020/02/12,0,0,0,0,0.0
646,Switzerland,2020/02/13,0,0,0,0,0.0
647,Switzerland,2020/02/14,0,0,0,0,0.0
648,Switzerland,2020/02/15,0,0,0,0,0.0
649,Switzerland,2020/02/16,0,0,0,0,0.0
650,Switzerland,2020/02/17,0,0,0,0,0.0
651,Switzerland,2020/02/18,0,0,0,0,0.0
652,Switzerland,2020/02/19,0,0,0,0,0.0
653,Switzerland,2020/02/20,0,0,0,0,0.0
654,Switzerland,2020/02/21,0,0,0,0,0.0
655,Switzerland,2020/02/22,0,0,0,0,0.0
656,Switzerland,2020/02/23,0,0,0,0,0.0
657,Switzerland,2020/02/24,0,0,0,0,0.0
658,Switzerland,2020/02/25,1,0,0,1,1.0
659,Switzerland,2020/02/26,1,0,0,1,0.0
660,Switzerland,2020/02/27,8,0,0,8,7.0
661,Switzerland,2020/02/28,8,0,0,8,0.0
662,Switzerland,2020/02/29,18,0,0,18,10.0
663,Switzerland,2020/03/01,27,0,0,27,9.0
664,Switzerland,2020/03/02,42,0,0,42,15.0
665,Switzerland,2020/03/03,56,0,2,54,14.0
666,Switzerland,2020/03/04,90,0,3,87,34.0
667,Switzerland,2020/03/05,114,1,3,110,24.0
668,Switzerland,2020/03/06,214,1,3,210,100.0
669,Switzerland,2020/03/07,268,1,3,264,54.0
670,Switzerland,2020/03/08,337,2,3,332,69.0
671,Switzerland,2020/03/09,374,2,3,369,37.0
672,UK,2020/01/22,0,0,0,0,0.0
673,UK,2020/01/23,0,0,0,0,0.0
674,UK,2020/01/24,0,0,0,0,0.0
675,UK,2020/01/25,0,0,0,0,0.0
676,UK,2020/01/26,0,0,0,0,0.0
677,UK,2020/01/27,0,0,0,0,0.0
678,UK,2020/01/28,0,0,0,0,0.0
679,UK,2020/01/29,0,0,0,0,0.0
680,UK,2020/01/30,0,0,0,0,0.0
681,UK,2020/01/31,2,0,0,2,2.0
682,UK,2020/02/01,2,0,0,2,0.0
683,UK,2020/02/02,2,0,0,2,0.0
684,UK,2020/02/03,2,0,0,2,0.0
685,UK,2020/02/04,2,0,0,2,0.0
686,UK,2020/02/05,2,0,0,2,0.0
687,UK,2020/02/06,2,0,0,2,0.0
688,UK,2020/02/07,3,0,0,3,1.0
689,UK,2020/02/08,3,0,0,3,0.0
690,UK,2020/02/09,3,0,0,3,0.0
691,UK,2020/02/10,8,0,0,8,5.0
692,UK,2020/02/11,8,0,0,8,0.0
693,UK,2020/02/12,9,0,1,8,1.0
694,UK,2020/02/13,9,0,1,8,0.0
695,UK,2020/02/14,9,0,1,8,0.0
696,UK,2020/02/15,9,0,1,8,0.0
697,UK,2020/02/16,9,0,8,1,0.0
698,UK,2020/02/17,9,0,8,1,0.0
699,UK,2020/02/18,9,0,8,1,0.0
700,UK,2020/02/19,9,0,8,1,0.0
701,UK,2020/02/20,9,0,8,1,0.0
702,UK,2020/02/21,9,0,8,1,0.0
703,UK,2020/02/22,9,0,8,1,0.0
704,UK,2020/02/23,9,0,8,1,0.0
705,UK,2020/02/24,13,0,8,5,4.0
706,UK,2020/02/25,13,0,8,5,0.0
707,UK,2020/02/26,13,0,8,5,0.0
708,UK,2020/02/27,15,0,8,7,2.0
709,UK,2020/02/28,20,0,8,12,5.0
710,UK,2020/02/29,23,0,8,15,3.0
711,UK,2020/03/01,36,0,8,28,13.0
712,UK,2020/03/02,40,0,8,32,4.0
713,UK,2020/03/03,51,0,8,43,11.0
714,UK,2020/03/04,85,0,8,77,34.0
715,UK,2020/03/05,115,1,8,106,30.0
716,UK,2020/03/06,163,2,8,153,48.0
717,UK,2020/03/07,206,2,18,186,43.0
718,UK,2020/03/08,273,3,18,252,67.0
719,UK,2020/03/09,321,4,18,299,48.0
720,US,2020/01/22,1,0,0,1,0.0
721,US,2020/01/23,1,0,0,1,0.0
722,US,2020/01/24,2,0,0,2,1.0
723,US,2020/01/25,2,0,0,2,0.0
724,US,2020/01/26,5,0,0,5,3.0
725,US,2020/01/27,5,0,0,5,0.0
726,US,2020/01/28,5,0,0,5,0.0
727,US,2020/01/29,5,0,0,5,0.0
728,US,2020/01/30,5,0,0,5,0.0
729,US,2020/01/31,7,0,0,7,2.0
730,US,2020/02/01,8,0,0,8,1.0
731,US,2020/02/02,8,0,0,8,0.0
732,US,2020/02/03,11,0,0,11,3.0
733,US,2020/02/04,11,0,0,11,0.0
734,US,2020/02/05,12,0,0,12,1.0
735,US,2020/02/06,12,0,0,12,0.0
736,US,2020/02/07,12,0,0,12,0.0
737,US,2020/02/08,12,0,0,12,0.0
738,US,2020/02/09,12,0,3,9,0.0
739,US,2020/02/10,12,0,3,9,0.0
740,US,2020/02/11,13,0,3,10,1.0
741,US,2020/02/12,13,0,3,10,0.0
742,US,2020/02/13,15,0,3,12,2.0
743,US,2020/02/14,15,0,3,12,0.0
744,US,2020/02/15,15,0,3,12,0.0
745,US,2020/02/16,15,0,3,12,0.0
746,US,2020/02/17,15,0,3,12,0.0
747,US,2020/02/18,15,0,3,12,0.0
748,US,2020/02/19,15,0,3,12,0.0
749,US,2020/02/20,15,0,3,12,0.0
750,US,2020/02/21,35,0,5,30,20.0
751,US,2020/02/22,35,0,5,30,0.0
752,US,2020/02/23,35,0,5,30,0.0
753,US,2020/02/24,53,0,5,48,18.0
754,US,2020/02/25,53,0,6,47,0.0
755,US,2020/02/26,59,0,6,53,6.0
756,US,2020/02/27,60,0,6,54,1.0
757,US,2020/02/28,62,0,7,55,2.0
758,US,2020/02/29,70,1,7,62,8.0
759,US,2020/03/01,76,1,7,68,6.0
760,US,2020/03/02,101,6,7,88,25.0
761,US,2020/03/03,121,7,8,106,20.0
762,US,2020/03/04,152,11,8,133,31.0
763,US,2020/03/05,220,12,8,200,68.0
764,US,2020/03/06,277,14,8,255,57.0
765,US,2020/03/07,416,17,8,391,139.0
766,US,2020/03/08,537,21,8,508,121.0
767,US,2020/03/09,605,22,8,575,68.0
